area_name,total,number_minorities,largest_groups,area_code
Abram,6248,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006426
Ashton,4972,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006427
Aspull New Springs Whelley,5435,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006428
Astley Mosley Common,4734,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006429
Atherleigh,5211,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006430
Atherton,6579,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006431
Bryn,5003,12,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006432
Douglas,5670,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006433
Golborne and Lowton West,5134,15,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006434
Hindley,5689,17,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006435
Hindley Green,4522,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006436
Ince,5815,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006437
Leigh East,5384,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006438
Leigh South,6331,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006439
Leigh West,6504,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006440
Lowton East,5266,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006441
Orrell,5012,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006442
Pemberton,6034,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006443
Shevington with Lower Ground,4836,15,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006444
Standish with Langtree,5038,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006445
Tyldesley,6184,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006446
Wigan Central,5536,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006447
Wigan West,5743,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006448
Winstanley,4334,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006449
Worsley Mesnes,5172,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006450
Cherryfield,3065,15,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006451
Halewood North,2458,15,"['Asian/Asian British: Chinese', 'White: Irish', 'White: Other White']",E36006452
Halewood South,2919,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006453
Halewood West,3005,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006454
Kirkby Central,2966,11,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black African']",E36006455
Longview,3598,15,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006456
Northwood,3062,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006457
Page Moss,3042,14,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: Other Mixed']",E36006458
Park,2795,12,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006459
Prescot East,3224,14,"['Asian/Asian British: Other Asian', 'White: Irish', 'White: Other White']",E36006460
Prescot West,2979,15,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006461
Roby,2875,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006462
Shevington,2698,12,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006463
St Bartholomews,2984,14,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006464
St Gabriels,2770,15,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006465
St Michaels,2930,14,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006466
Stockbridge,2867,14,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: Other Mixed']",E36006467
Swanside,2645,15,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006468
Whiston North,2877,15,"['Asian/Asian British: Other Asian', 'Asian/Asian British: Indian', 'White: Irish']",E36006469
Whiston South,3040,16,"['Mixed/multiple ethnic group: White and Black Caribbean', 'White: Irish', 'White: Other White']",E36006470
Whitefield,2524,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006471
Allerton and Hunts Cross,6359,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006472
Anfield,6622,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006473
Belle Vale,6622,16,"['White: Irish', 'Asian/Asian British: Chinese', 'White: Other White']",E36006474
Central,7139,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Other ethnic group: Arab']",E36006475
Childwall,5391,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006476
Church,5884,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006477
Clubmoor,6576,15,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006478
County,6745,15,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006479
Cressington,6317,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006480
Croxteth,6024,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Black/African/Caribbean/Black British: African']",E36006481
Everton,7383,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006482
Fazakerley,6806,17,"['Asian/Asian British: Indian', 'White: Irish', 'White: Other White']",E36006483
Greenbank,6854,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006484
Kensington and Fairfield,7390,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Asian/Asian British: Chinese']",E36006485
Kirkdale,7751,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006486
Knotty Ash,5667,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Indian']",E36006487
Mossley Hill,5619,16,"['White: Irish', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006488
Norris Green,6412,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006489
Old Swan,7398,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006490
Picton,7563,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Other ethnic group: Arab']",E36006491
Princes Park,8877,17,"['Black/African/Caribbean/Black British: African', 'Other ethnic group: Arab', 'White: Other White']",E36006492
Riverside,9538,17,"['White: Other White', 'Other ethnic group: Arab', 'Asian/Asian British: Chinese']",E36006493
Speke-Garston,8959,17,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006494
St Michael's,6495,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006495
Tuebrook and Stoneycroft,7477,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006496
Warbreck,6909,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006497
Wavertree,6595,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006498
West Derby,6066,17,"['White: Irish', 'Asian/Asian British: Chinese', 'White: Other White']",E36006499
Woolton,6030,16,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36006500
Yew Tree,7047,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Indian']",E36006501
Billinge and Seneley Green,4641,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Other Asian']",E36006502
Blackbrook,4446,10,"['White: Irish', 'White: Other White', 'Asian/Asian British: Indian']",E36006503
Bold,4109,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006504
Earlestown,4809,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006505
Eccleston,4828,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Indian']",E36006506
Haydock,4880,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006507
Moss Bank,4701,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36006508
Newton,4763,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006509
Parr,5247,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006510
Rainford,3445,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006511
Rainhill,4551,16,"['White: Irish', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36006512
Sutton,5176,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006513
Thatto Heath,5148,16,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36006514
Town Centre,5223,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006515
West Park,5161,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006516
Windle,4608,15,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: Other Mixed']",E36006517
Ainsdale,5333,15,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006518
Birkdale,5397,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006519
Blundellsands,4859,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Indian']",E36006520
Cambridge,5951,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36006521
Church,5514,15,"['White: Other White', 'White: Irish', 'Other ethnic group: Arab']",E36006522
Derby,5249,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006523
Duke's,6692,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006524
Ford,5491,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Other Asian']",E36006525
Harington,4796,14,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006526
Kew,5138,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006527
Linacre,5803,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006528
Litherland,4959,15,"['White: Other White', 'White: Irish', 'Other ethnic group: Arab']",E36006529
Manor,5247,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006530
Meols,5360,16,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Asian']",E36006531
Molyneux,5075,14,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006532
Netherton and Orrell,5113,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006533
Norwood,6008,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006534
Park,4999,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006535
Ravenmeols,5177,16,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Asian']",E36006536
St Oswald,5069,13,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006537
Sudell,5312,14,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006538
Victoria,5388,17,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Asian']",E36006539
Bebington,6645,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006540
Bidston and St James,6889,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006541
Birkenhead and Tranmere,7747,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006542
Bromborough,6690,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006543
Clatterbridge,5924,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006544
Claughton,6285,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006545
Eastham,5955,13,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006546
"Greasby, Frankby and Irby",5978,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006547
Heswall,5808,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006548
Hoylake and Meols,5713,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006549
Leasowe and Moreton East,6390,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006550
Liscard,6891,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006551
Moreton West and Saughall Massie,6176,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006552
New Brighton,6784,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006553
Oxton,6592,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006554
Pensby and Thingwall,5803,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006555
Prenton,6051,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006556
Rock Ferry,6465,17,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006557
Seacombe,6871,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006558
Upton,7127,16,"['White: Irish', 'White: Other White', 'Asian/Asian British: Indian']",E36006559
Wallasey,6313,15,"['White: Irish', 'White: Other White', 'Asian/Asian British: Chinese']",E36006560
West Kirby and Thurstaston,5486,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006561
Central,5248,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006562
Cudworth,4620,15,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006563
Darfield,4577,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006564
Darton East,4595,15,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36006565
Darton West,4590,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006566
Dearne North,4666,11,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006567
Dearne South,4957,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006568
Dodworth,4378,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006569
Hoyland Milton,5112,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006570
Kingstone,4982,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006571
Monk Bretton,4725,15,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006572
North East,5511,15,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006573
Old Town,4798,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36006574
Penistone East,4953,17,"['White: Other White', 'White: Irish', 'Other ethnic group: Arab']",E36006575
Penistone West,4878,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36006576
Rockingham,4920,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006577
Royston,4583,14,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006578
St Helens,4350,14,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006579
Stairfoot,5024,15,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006580
Wombwell,4965,15,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006581
Worsbrough,4302,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006582
Adwick,6491,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006583
Armthorpe,6128,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: Caribbean']",E36006584
Askern Spa,5421,17,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006585
Balby,6328,16,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'White: Irish']",E36006586
Bentley,6154,16,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'White: Irish']",E36006587
Bessacarr and Cantley,6327,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Pakistani']",E36006588
Central,7785,17,"['White: Other White', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Other Asian']",E36006589
Conisbrough and Denaby,6034,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006590
"Edenthorpe, Kirk Sandall and Barnby Dun",5733,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006591
Edlington and Warmsworth,5760,17,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006592
Finningley,6190,17,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006593
Great North Road,6279,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006594
Hatfield,5507,16,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36006595
Mexborough,6604,16,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Black/African/Caribbean/Black British: African']",E36006596
Rossington,5537,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006597
Sprotbrough,4961,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006598
Stainforth and Moorends,5468,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36006599
Thorne,6094,15,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36006600
Torne Valley,5490,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006601
Town Moor,5923,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Pakistani']",E36006602
Wheatley,6273,16,"['White: Other White', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Other Asian']",E36006603
Anston and Woodsetts,4632,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006604
Boston Castle,5420,16,"['Asian/Asian British: Pakistani', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006605
Brinsworth and Catcliffe,4985,16,"['Asian/Asian British: Pakistani', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006606
Dinnington,5271,17,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006607
Hellaby,4608,16,"['White: Irish', 'Asian/Asian British: Indian', 'White: Other White']",E36006608
Holderness,5079,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006609
Hoober,5216,14,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006610
Keppel,5000,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Pakistani']",E36006611
Maltby,5337,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006612
Rawmarsh,5758,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006613
Rother Vale,5111,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Black/African/Caribbean/Black British: Caribbean']",E36006614
Rotherham East,5534,17,"['Asian/Asian British: Pakistani', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006615
Rotherham West,5481,17,"['Asian/Asian British: Pakistani', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006616
Silverwood,4913,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006617
Sitwell,4936,17,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Indian', 'White: Other White']",E36006618
Swinton,5136,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006619
Valley,5454,17,"['Asian/Asian British: Pakistani', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006620
Wales,4712,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006621
Wath,5014,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006622
Wickersley,5212,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36006623
Wingfield,5484,16,"['Black/African/Caribbean/Black British: African', 'White: Irish', 'White: Other White']",E36006624
Arbourthorne,8505,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36006625
Beauchief and Greenhill,8882,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'White: Irish']",E36006626
Beighton,7538,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Black/African/Caribbean/Black British: African']",E36006627
Birley,7393,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006628
Broomhill,5708,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36006629
Burngreave,9906,16,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: African', 'Other ethnic group: Arab']",E36006630
Central,12967,17,"['Asian/Asian British: Chinese', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006631
Crookes,7266,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006632
Darnall,8809,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Bangladeshi', 'White: Other White']",E36006633
Dore and Totley,7334,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006634
East Ecclesfield,7863,17,"['White: Irish', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36006635
Ecclesall,7413,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Pakistani']",E36006636
Firth Park,8602,17,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: African', 'Other ethnic group: Arab']",E36006637
Fulwood,6476,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006638
Gleadless Valley,9516,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Black/African/Caribbean/Black British: Caribbean']",E36006639
Graves Park,7464,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani']",E36006640
Hillsborough,8012,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006641
Manor Castle,9063,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Black/African/Caribbean/Black British: Caribbean']",E36006642
Mosborough,7579,16,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Chinese']",E36006643
Nether Edge,7592,17,"['Asian/Asian British: Pakistani', 'White: Other White', 'Asian/Asian British: Indian']",E36006644
Richmond,7827,17,"['Black/African/Caribbean/Black British: Caribbean', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36006645
Shiregreen and Brightside,8696,17,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: African', 'Black/African/Caribbean/Black British: Caribbean']",E36006646
Southey,8295,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006647
Stannington,8030,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006648
Stocksbridge and Upper Don,8099,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006649
Walkley,9654,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Other ethnic group: Arab']",E36006650
West Ecclesfield,7675,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006651
Woodhouse,7764,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Black/African/Caribbean/Black British: Caribbean']",E36006652
Birtley,3599,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Pakistani']",E36006653
Blaydon,4454,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006654
Bridges,4327,17,"['White: Other White', 'Other ethnic group: Any other ethnic group', 'Asian/Asian British: Chinese']",E36006655
Chopwell and Rowlands Gill,4209,14,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006656
Chowdene,4109,15,"['White: Other White', 'Other ethnic group: Any other ethnic group', 'White: Irish']",E36006657
Crawcrook and Greenside,3881,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006658
Deckham,4428,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Other ethnic group: Any other ethnic group']",E36006659
Dunston and Teams,4359,15,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Chinese']",E36006660
Dunston Hill and Whickham East,3874,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006661
Felling,4206,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006662
High Fell,4181,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006663
Lamesley,3984,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006664
Lobley Hill and Bensham,4726,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Other ethnic group: Any other ethnic group']",E36006665
Low Fell,3836,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006666
Pelaw and Heworth,4069,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36006667
"Ryton, Crookhill and Stella",3552,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006668
Saltwell,4165,17,"['White: Other White', 'Other ethnic group: Any other ethnic group', 'Black/African/Caribbean/Black British: African']",E36006669
Wardley and Leam Lane,3605,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36006670
Whickham North,3811,15,"['White: Other White', 'Asian/Asian British: Indian', 'Mixed/multiple ethnic group: White and Asian']",E36006671
Whickham South and Sunniside,3652,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006672
Windy Nook and Whitehills,4375,14,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006673
Winlaton and High Spen,3752,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006674
Benwell and Scotswood,5426,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006675
Blakelaw,4763,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Indian', 'White: Other White']",E36006676
Byker,5835,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006677
Castle,4260,14,"['Other ethnic group: Arab', 'White: Other White', 'Asian/Asian British: Indian']",E36006678
Dene,3885,16,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Chinese']",E36006679
Denton,4574,16,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006680
East Gosforth,4375,15,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006681
